Id,status,duration,credit_history,purpose,amount,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,age,housing,number_credits,job,people_liable,foreign_worker,credit_risk
375,1,27,2,3,3416,3,3,3,1,2,27,2,1,4,2,2,1
376,1,12,0,5,1108,4,4,3,1,3,28,2,2,3,2,2,0
377,2,27,3,1,5965,5,1,3,1,2,30,2,2,4,2,2,1
378,2,15,2,5,1514,3,4,3,3,2,22,2,1,3,2,2,1
379,4,30,4,3,6742,4,2,3,1,3,36,2,2,3,2,2,1
380,1,18,2,2,3650,2,1,2,1,4,22,1,1,3,2,2,1
381,1,21,2,2,3599,4,1,2,1,4,26,1,1,2,2,2,1
382,4,60,4,0,13756,5,2,3,1,4,63,3,1,4,2,2,1
383,2,9,2,0,276,3,4,4,1,4,22,1,1,2,2,2,1
384,4,42,4,2,4041,3,4,3,1,4,36,2,2,3,2,2,1
385,2,9,2,3,458,3,4,3,1,3,24,2,1,3,2,2,1
386,2,9,2,2,918,3,4,2,1,1,30,2,1,3,2,2,1
387,4,24,2,0,7393,3,1,3,1,4,43,2,1,2,1,2,1
388,3,10,2,4,1225,3,2,3,1,2,37,2,1,3,2,2,1
389,1,24,2,1,2812,5,2,2,1,4,26,1,1,3,2,2,1
390,4,15,2,1,3029,4,2,3,1,2,33,2,1,3,2,2,1
391,3,12,4,0,1480,1,2,3,1,4,66,3,3,1,2,2,1
392,3,6,4,6,1047,3,2,2,1,4,50,2,1,2,2,2,1
393,4,15,4,3,1471,3,4,3,1,4,35,3,2,3,2,2,1
394,4,24,2,2,5511,3,4,3,1,1,25,2,1,3,2,2,1
395,2,9,2,3,1206,5,4,2,1,4,25,2,1,3,2,2,1
396,2,24,3,3,6403,2,1,3,1,2,33,2,1,3,2,2,1
397,4,12,2,3,707,3,4,3,1,2,30,2,2,3,2,2,1
398,4,12,3,1,1503,3,4,4,1,4,41,1,1,3,2,2,1
399,2,12,2,0,6078,4,2,3,1,2,32,2,1,3,2,2,1
400,2,27,2,9,2528,2,4,2,1,1,32,2,1,3,1,2,0
401,2,12,2,9,1037,4,3,3,1,4,39,2,1,2,2,2,1
402,1,6,2,1,1352,1,1,2,1,2,23,1,1,1,2,2,1
403,4,24,2,3,3181,2,4,2,1,4,26,2,1,3,2,2,1
404,4,18,2,3,4594,2,3,3,1,2,32,2,1,3,2,2,1
405,2,48,2,10,5381,1,3,3,1,4,40,3,1,1,2,2,1
406,4,15,2,1,4657,3,3,3,1,2,30,2,1,3,2,2,1
407,2,9,2,9,1391,3,2,4,1,1,27,2,1,3,2,2,1
408,2,18,2,9,1913,2,3,4,1,3,36,2,1,3,2,2,1
409,4,42,2,3,7166,4,2,4,1,4,29,1,1,3,2,2,1
410,4,13,2,3,1409,1,2,2,1,4,64,2,1,3,2,2,1
411,4,24,3,9,2978,3,4,3,1,4,32,2,2,3,1,2,1
412,4,12,4,3,976,5,4,3,1,4,35,2,2,3,2,2,1
413,4,24,3,9,2375,3,4,3,1,2,44,2,2,3,1,2,1
414,4,12,4,3,522,5,4,3,1,4,42,2,2,3,1,2,1
415,4,28,4,3,2743,5,4,3,1,2,29,2,2,3,2,2,1
416,4,11,4,3,1154,1,4,2,1,4,57,2,3,2,2,2,1
417,4,24,4,1,5804,3,4,3,1,2,27,2,2,3,2,2,1
418,4,18,4,3,1169,3,4,3,1,3,29,2,2,3,2,2,1
419,1,15,4,2,1478,5,4,3,1,4,44,2,2,3,1,2,1
420,4,12,2,3,776,3,4,4,1,2,28,2,1,3,2,2,1
421,2,11,4,0,1322,3,4,2,1,4,40,2,2,3,2,2,1
422,2,16,4,0,1175,1,2,3,1,3,68,3,3,1,2,2,1
423,4,12,2,0,2133,5,4,2,1,4,52,3,1,4,2,2,1
424,4,15,4,3,1829,5,4,3,1,4,46,2,2,3,2,2,1
425,4,12,4,3,717,5,4,3,1,4,52,2,3,3,2,2,1
426,2,39,3,6,11760,4,2,3,1,3,32,1,1,3,2,2,1
427,2,9,4,6,1501,5,2,2,1,3,34,2,2,4,2,2,0
428,1,12,2,6,1200,3,4,2,1,4,23,1,1,3,2,2,1
429,2,9,2,0,3195,3,1,2,1,2,33,2,1,2,2,2,1
430,4,30,4,3,4530,4,4,2,1,4,26,1,1,4,2,2,1
431,4,12,3,5,1555,5,4,3,1,4,55,3,2,3,1,2,0
432,2,15,4,9,2326,3,2,3,1,4,27,2,1,3,2,2,1
433,2,18,4,9,1887,3,4,4,1,4,28,2,2,3,2,2,1
434,4,12,4,9,1264,5,4,3,1,4,57,1,1,2,2,2,1
435,4,7,3,3,846,5,3,3,1,4,36,3,1,3,2,2,1
436,4,15,4,6,1532,3,4,2,1,3,31,2,1,3,2,2,1
437,4,6,3,3,935,3,3,2,1,2,24,2,1,3,2,2,1
438,1,27,4,9,2442,5,4,3,1,4,43,2,4,4,1,2,1
439,2,18,4,9,3590,1,3,4,1,3,40,2,3,1,1,2,1
440,4,21,4,2,2288,2,4,2,1,4,23,2,1,3,2,2,1
441,4,27,3,9,5117,4,3,3,1,4,26,2,2,3,2,2,1
442,1,39,4,2,14179,4,4,3,1,4,30,2,2,4,2,2,0
443,4,15,2,3,1386,3,4,4,1,2,40,1,1,3,2,2,1
444,4,12,4,3,618,5,4,3,1,4,56,2,1,3,2,2,1
445,4,12,2,2,1574,3,4,3,1,2,50,2,1,3,2,2,1
446,4,6,4,3,700,5,4,3,1,4,36,3,2,3,2,2,1
447,4,12,2,3,886,3,4,2,1,2,21,2,1,3,2,2,1
448,4,36,2,1,4686,3,2,3,1,2,32,3,1,4,2,2,1
449,2,9,2,3,790,3,4,2,1,3,66,2,1,2,2,2,1
450,2,12,2,3,766,3,4,3,1,3,66,2,1,2,2,2,0
451,1,20,2,2,2212,4,4,3,1,4,39,2,1,3,2,2,1
452,2,10,2,0,7308,1,2,3,1,4,70,3,1,4,2,2,1
453,2,24,4,6,5743,2,2,2,1,4,24,3,2,3,2,2,1
454,1,14,2,0,3973,1,1,3,1,4,22,3,1,3,2,2,1
455,2,60,3,3,7418,3,1,3,1,1,27,2,1,2,2,2,1
456,2,20,3,10,2629,3,2,3,1,3,29,2,2,3,2,2,1
457,2,18,2,9,1941,3,4,3,1,2,35,2,1,2,2,2,1
458,2,24,3,2,2333,2,4,3,1,2,29,2,1,2,2,2,1
459,4,12,2,1,2445,2,2,4,1,4,26,1,1,3,2,2,1
460,2,20,2,1,6468,1,1,1,1,4,60,2,1,4,2,2,1
461,2,18,4,2,7374,1,4,3,1,4,40,2,2,4,2,2,1
462,4,15,2,1,3812,2,1,2,1,4,23,2,1,3,2,2,1
463,1,28,2,0,4006,3,3,3,1,2,45,2,1,2,2,2,0
464,2,12,2,0,7472,1,1,2,1,2,24,1,1,1,2,2,1
465,3,12,2,2,1424,5,3,2,1,4,55,2,1,4,2,2,1
466,2,12,2,1,2028,3,4,3,1,2,30,2,1,3,2,2,1
467,4,15,2,0,5324,5,1,2,1,4,35,3,1,3,2,2,1
468,2,36,2,3,2323,4,4,3,1,4,24,1,1,3,2,2,1
469,4,12,2,6,1393,5,4,3,1,4,47,2,3,3,1,2,1
470,4,18,2,2,1984,3,4,3,1,4,47,3,2,3,2,2,1
471,4,24,2,3,999,5,4,3,1,2,25,2,2,3,2,2,1
472,4,36,2,9,7409,5,3,3,1,2,37,2,2,3,2,2,1
473,4,15,2,2,2186,4,1,2,1,4,33,1,1,2,2,2,1
474,3,36,2,3,4473,5,4,3,1,2,31,2,1,3,2,2,1
475,4,24,2,8,937,2,4,4,1,3,27,2,2,2,2,2,1
476,4,18,2,2,3422,5,4,3,1,4,47,2,3,3,1,2,1
477,4,24,2,3,3105,2,4,3,1,2,25,2,2,3,2,2,1
478,4,12,4,6,2748,5,2,2,1,4,57,3,3,2,2,2,1
479,2,18,2,5,3872,1,2,2,1,4,67,2,1,3,2,2,1
480,4,27,2,5,5190,5,4,3,1,4,48,2,4,3,1,2,1
481,2,18,2,2,3001,4,2,2,1,4,40,1,1,3,2,2,1
482,4,24,3,9,3863,3,1,3,1,2,32,3,1,3,2,2,1
483,4,12,4,2,5801,5,2,3,1,4,49,1,1,3,2,1,1
484,4,12,4,2,1592,4,3,2,1,2,35,2,1,3,2,2,1
485,4,12,4,9,1185,3,3,2,1,2,27,2,2,3,2,2,1
486,4,18,4,2,3780,2,3,1,1,2,35,2,2,4,2,2,1
487,2,18,4,2,3612,5,3,2,1,4,37,2,1,3,2,1,1
488,4,12,2,9,1076,3,2,4,1,2,26,2,1,3,2,2,1
489,4,12,2,0,3527,2,2,3,1,3,45,2,1,4,1,2,1
490,4,18,2,3,2051,2,4,3,1,1,33,2,1,3,2,2,1
491,4,12,4,2,3331,5,2,3,1,4,42,2,1,3,2,2,1
492,1,18,0,9,3104,4,3,3,1,1,31,2,1,3,2,2,1
493,4,24,4,3,2611,5,4,4,2,3,46,2,2,3,2,2,1
494,1,12,4,1,1409,5,4,3,1,3,54,2,1,3,2,2,1
495,4,24,2,3,1311,4,4,4,1,3,26,2,1,3,2,2,1
496,4,6,2,3,2108,4,2,4,1,2,29,1,1,3,2,2,1
497,4,24,4,1,4042,4,3,3,1,4,43,2,2,3,2,2,1
498,4,12,4,0,926,1,1,2,1,2,38,2,1,1,2,2,1
499,1,12,2,3,1680,5,3,4,1,1,35,2,1,3,2,2,1
500,4,24,2,0,1249,2,4,4,1,2,28,2,1,3,2,2,1
501,4,24,4,0,2463,4,4,4,1,3,27,2,2,3,2,2,1
502,4,6,2,3,1595,4,3,3,1,2,51,2,1,3,1,2,1
503,4,24,4,5,2058,3,4,1,1,2,33,2,2,3,2,2,1
504,4,24,2,1,7814,4,3,3,1,3,38,2,1,4,2,2,1
505,4,6,4,3,1740,5,2,4,1,2,30,1,2,3,2,2,1
506,4,12,4,3,1240,5,4,2,1,2,38,2,2,3,2,2,1
507,4,24,4,1,6842,3,2,3,1,4,46,2,2,4,1,2,1
508,4,24,4,2,5150,5,4,3,1,4,33,2,1,3,2,2,1
509,1,6,2,0,1203,5,3,3,1,2,43,2,1,3,2,2,1
510,4,6,4,0,2080,3,1,4,1,2,24,2,1,3,2,2,1
511,4,6,2,6,1538,2,1,2,1,2,56,2,1,3,2,2,1
512,2,24,4,0,3878,2,4,1,1,2,37,2,1,3,2,2,1
513,2,30,2,2,3832,2,2,4,1,1,22,2,1,3,2,2,1
514,4,15,2,0,3186,4,2,2,1,3,20,1,1,3,2,2,1
515,2,24,2,3,2896,2,2,3,1,1,29,2,1,3,2,2,1
516,2,24,3,9,6967,4,4,3,1,4,36,1,1,4,2,2,1
517,4,36,2,6,1819,3,4,3,1,4,37,3,1,3,2,2,0
518,4,24,2,3,5943,2,1,2,1,1,44,2,2,3,2,2,0
519,4,36,4,2,7127,2,2,2,1,4,23,1,2,3,2,2,0
520,4,36,2,2,3349,3,4,2,1,2,28,2,1,4,2,2,0
521,4,36,2,2,10974,1,4,2,1,2,26,2,2,4,2,2,0
522,4,6,2,3,518,3,3,2,1,1,29,2,1,3,2,2,1
523,4,18,2,3,1126,2,4,2,1,2,21,1,1,3,2,2,1
524,2,12,4,1,1860,1,4,3,1,2,34,2,2,4,2,2,1
525,4,36,4,3,9566,3,2,2,1,2,31,2,2,3,2,2,1
526,1,12,2,3,701,3,4,4,1,2,40,2,1,2,2,2,1
527,2,12,2,3,2930,4,2,2,1,1,27,2,1,3,2,2,1
528,4,18,2,3,1505,3,4,3,1,2,32,3,1,4,2,2,1
529,4,18,4,3,2238,3,2,2,1,1,25,2,2,3,2,2,1
530,4,4,4,3,1503,4,2,3,1,1,42,2,2,2,1,2,1
531,4,24,4,1,2197,4,4,3,1,4,43,2,2,3,1,2,1
532,3,12,2,3,1881,3,2,2,1,2,44,1,1,2,2,2,1
533,1,18,4,3,1880,4,4,4,1,1,32,2,2,4,2,2,1
534,1,18,2,3,2389,2,4,2,1,1,27,2,1,3,2,2,1
535,2,24,2,3,1967,5,4,2,1,4,20,2,1,3,2,2,1
536,4,4,4,0,3380,4,1,2,1,1,37,2,1,3,1,2,1
537,4,4,4,0,1455,4,2,3,1,1,42,2,3,2,1,2,1
538,4,7,4,3,730,5,4,3,1,2,46,1,2,2,2,2,1
539,2,18,0,2,3244,3,1,2,1,4,33,2,2,3,2,2,1
540,2,9,2,3,1670,2,4,2,1,2,22,2,1,3,2,2,1
541,2,48,2,3,3979,4,4,3,1,1,41,2,2,3,1,2,1
542,2,12,2,2,1922,3,4,3,1,2,37,2,1,2,2,2,1
543,2,18,4,2,1295,2,4,2,1,1,27,2,2,3,2,2,1
544,4,4,4,3,1544,4,2,3,1,1,42,2,3,2,1,2,1
545,2,8,2,9,907,2,3,4,1,2,26,2,1,3,2,2,1
546,2,30,2,3,1715,3,4,2,1,1,26,2,1,3,2,2,1
547,3,10,4,3,1347,4,4,3,1,2,27,2,2,3,2,2,1
548,2,12,2,0,1007,3,4,4,1,1,22,2,1,3,2,2,1
549,4,12,4,2,1402,4,3,2,1,4,37,1,1,3,2,2,1
550,2,12,2,0,2002,4,3,3,1,4,30,1,1,3,1,2,1
551,4,12,4,6,2096,4,2,3,1,3,49,2,1,2,1,2,1
552,4,12,2,0,1101,3,3,4,1,2,27,2,2,3,2,2,1
553,4,10,2,8,894,4,4,2,1,3,40,2,1,3,2,2,1
554,2,11,2,2,1577,2,4,2,1,1,20,2,1,3,2,2,1
555,4,33,3,9,2764,3,2,2,1,2,26,2,2,3,2,2,1
556,2,48,0,0,8358,2,1,2,1,1,30,2,2,3,2,2,1
557,3,12,2,2,1474,2,4,2,1,1,33,2,1,4,2,2,1
558,4,24,2,1,5433,1,2,2,1,4,26,1,1,4,2,2,1
559,2,14,2,9,1410,5,1,4,1,2,35,2,1,3,2,2,1
560,4,20,4,0,3485,2,2,1,1,4,44,2,2,3,2,2,1
561,4,18,4,1,3850,4,3,3,1,1,27,2,2,3,2,2,1
562,2,60,2,0,7408,2,4,2,1,2,24,2,1,4,2,2,0
563,3,24,2,3,1377,5,4,2,1,2,47,3,1,3,2,2,1
564,4,30,3,9,4272,3,2,3,1,2,26,2,2,2,2,2,1
565,2,24,3,3,1553,4,3,2,1,2,23,1,2,3,2,2,0
566,2,36,3,9,9857,4,1,3,1,3,31,2,2,2,1,2,1
567,4,6,4,0,362,3,4,2,1,4,52,2,2,2,2,2,1
568,4,12,4,2,1935,5,4,3,1,4,43,2,3,3,2,2,1
569,4,48,2,3,10222,4,4,3,1,3,37,2,1,3,2,2,1
570,3,12,2,0,1330,2,4,3,1,1,26,2,1,3,2,2,1
571,4,36,2,6,9055,3,2,3,1,4,35,3,1,2,1,2,1
572,2,26,2,1,7966,2,2,3,1,3,30,2,2,3,2,2,1
573,2,30,1,2,3496,3,4,3,1,2,34,2,1,3,1,2,1
574,2,36,2,1,6948,3,2,3,1,2,35,1,1,4,2,2,1
575,2,48,0,9,12204,3,2,3,1,2,48,2,1,4,2,2,1
576,1,36,2,2,3446,5,4,3,1,2,42,2,1,3,1,2,0
577,1,12,2,6,684,3,4,3,1,4,40,1,1,2,1,2,0
578,1,33,4,2,4281,3,1,2,1,4,23,2,2,3,2,2,0
579,1,42,2,3,7174,4,4,2,1,3,30,2,1,4,2,2,0
580,1,24,1,3,1546,4,4,3,3,4,24,1,1,2,2,2,0
581,1,24,2,2,2359,1,1,1,1,1,33,2,1,3,2,2,0
582,4,24,2,3,3621,5,2,3,1,4,31,2,2,3,2,2,0
583,1,12,2,4,741,1,4,2,1,3,22,2,1,3,2,2,0
584,1,12,2,2,7865,5,4,3,1,4,53,3,1,4,2,2,0
585,1,24,2,1,2910,4,2,3,1,1,34,3,1,4,2,2,1
586,1,18,4,0,5302,5,2,3,1,4,36,3,3,4,2,2,1
587,1,36,2,2,3620,3,1,3,3,2,37,2,1,3,1,2,1
588,1,18,2,3,3509,4,4,2,3,1,25,2,1,3,2,2,1
589,2,12,2,2,3017,2,3,2,1,1,34,1,1,4,2,2,1
590,1,12,2,2,1657,3,2,3,1,2,27,2,1,3,2,2,1
591,1,8,4,10,1164,5,3,3,1,4,51,3,2,4,1,2,1
592,1,36,4,2,6229,2,4,2,2,4,23,1,2,2,2,2,0
593,1,24,1,0,1193,1,1,2,2,4,29,1,2,1,2,2,0
594,1,30,0,2,4583,3,2,1,3,2,32,2,2,3,2,2,1
595,1,36,4,2,5371,3,3,3,3,2,28,2,2,3,2,2,1
596,1,12,2,2,708,3,2,3,3,3,38,2,1,2,1,2,1
597,1,21,4,0,571,5,4,3,1,4,65,2,2,3,2,2,1
598,1,30,2,3,2522,5,1,3,3,3,39,2,1,3,1,2,1
599,1,36,2,2,5179,4,4,3,1,2,29,2,1,3,2,2,1
600,1,36,2,1,8229,3,2,3,1,2,26,2,1,3,1,2,0
601,4,24,4,2,2028,4,2,3,1,2,30,2,2,2,2,2,1
602,1,6,2,0,1374,1,4,2,1,3,75,2,1,4,2,2,1
603,1,12,2,2,1289,3,4,3,3,1,21,2,1,2,2,2,1
604,1,36,2,2,2712,5,2,3,1,2,41,2,1,3,1,2,0
605,1,15,4,2,975,3,2,1,1,3,25,2,2,3,2,2,1
606,2,6,3,2,1050,1,4,3,1,1,35,2,2,4,2,1,1
607,1,6,4,0,609,4,4,2,1,3,37,2,2,3,2,2,1
608,1,48,2,1,4788,4,4,3,1,3,26,2,1,3,1,2,1
609,2,24,2,2,3069,5,4,3,1,4,30,3,1,3,2,2,1
610,2,12,2,0,836,2,4,2,1,2,23,2,1,2,2,2,0
611,1,12,2,2,2577,3,2,1,1,1,42,2,1,3,2,2,1
612,1,12,2,2,1620,3,2,2,2,3,30,2,1,3,2,2,1
613,1,15,2,2,1845,2,4,2,3,1,46,1,1,3,2,2,1
614,1,24,2,1,6579,1,4,3,1,2,29,3,1,4,2,2,1
615,1,12,2,0,1893,3,4,2,3,4,29,2,1,3,2,2,1
616,1,30,4,1,10623,5,3,3,1,4,38,3,3,4,1,2,1
617,1,18,2,0,2249,4,4,3,1,3,30,2,1,4,1,2,1
618,1,30,2,2,3108,2,2,1,1,4,31,2,1,2,2,2,1
619,2,12,4,0,958,4,2,3,1,3,47,2,2,2,1,2,1
620,4,24,2,1,9277,3,2,1,1,4,48,3,1,3,2,2,1
621,4,24,4,10,6314,1,4,3,2,2,27,2,2,4,2,2,1
622,1,12,4,1,1526,5,4,3,1,4,66,3,2,4,2,2,1
623,1,12,2,2,3590,3,2,3,2,2,29,2,1,2,1,2,1
624,1,24,4,1,6615,1,2,3,1,4,75,3,2,4,2,2,1
625,1,6,4,2,1872,1,4,3,1,4,36,3,3,4,2,2,1
626,4,12,2,0,2859,1,4,3,1,4,38,2,1,4,2,2,1
627,4,18,4,3,1582,5,4,3,1,4,46,2,2,3,2,2,1
628,4,6,2,8,1238,1,4,3,1,4,36,2,1,4,1,2,1
629,1,12,2,2,2578,1,3,2,1,4,55,3,1,4,2,2,1
630,1,15,4,2,1433,3,4,2,1,3,25,1,2,3,2,2,1
631,1,42,2,2,7882,4,2,3,3,4,45,3,1,3,1,2,1
632,1,24,2,2,4169,3,4,3,1,4,28,2,1,3,2,2,1
633,1,36,2,2,3959,1,4,3,1,3,30,2,1,4,2,2,1
634,1,36,2,0,3249,4,2,3,1,4,39,3,1,4,1,2,1
635,1,24,2,2,3149,2,4,3,1,1,22,3,1,3,2,2,1
636,1,12,4,2,2246,5,3,3,1,3,60,2,2,3,2,2,1
637,1,13,4,9,1797,2,3,3,1,1,28,2,2,2,2,2,1
638,1,20,4,2,4272,5,1,2,1,4,24,2,2,3,2,2,1
639,1,24,4,1,2957,5,4,3,1,4,63,2,2,3,2,2,1
640,1,36,4,2,2348,3,3,4,1,2,46,2,2,3,2,2,1
641,3,42,0,9,6289,2,2,1,1,1,33,2,2,3,2,2,1
642,1,24,4,1,6419,5,2,2,1,4,44,3,2,4,1,2,1
643,1,48,4,1,6143,5,4,2,1,4,58,3,2,2,2,2,0
644,4,24,4,6,1597,5,4,3,1,4,54,3,2,3,1,2,1
645,1,36,2,10,15857,1,2,1,2,3,43,2,1,4,2,2,1
646,4,24,4,3,2223,5,4,3,1,4,52,2,2,3,2,2,1
647,4,48,3,3,7238,5,3,3,1,3,32,2,2,3,1,2,1
648,2,30,3,9,2503,5,4,3,1,2,41,2,2,3,2,2,0
649,2,18,2,9,2622,3,4,3,1,4,34,2,1,3,2,2,1
650,2,24,2,2,4351,3,1,2,1,4,48,2,1,2,2,2,1
651,2,6,2,3,368,5,4,3,1,4,38,2,1,3,2,2,1
652,2,12,2,8,754,5,4,3,1,4,38,2,2,3,2,2,1
653,4,24,4,3,2424,5,4,3,1,4,53,2,2,3,2,2,1
654,2,48,3,9,6681,3,4,3,1,4,38,3,1,3,1,2,1
655,2,18,3,9,2427,5,4,3,1,2,42,2,2,3,2,2,1
656,2,24,4,3,1216,2,4,3,1,4,38,2,2,3,1,2,0
657,2,6,2,3,753,3,2,2,3,3,64,2,1,3,2,2,1
658,2,7,2,3,2576,3,2,3,3,2,35,2,1,3,2,1,1
659,2,6,2,3,590,2,3,4,1,3,26,2,1,2,2,1,1
660,2,8,2,3,1414,3,4,3,3,2,33,2,1,3,2,1,1
661,2,12,2,3,1103,4,4,3,3,3,29,2,2,3,2,2,1
662,2,12,3,3,585,3,4,4,2,4,20,1,2,3,2,2,1
663,2,6,2,3,1068,5,4,3,1,4,28,2,1,3,1,2,1
664,1,8,4,0,713,5,4,3,1,4,47,2,2,2,2,2,1
665,2,12,2,3,1092,3,4,2,3,4,49,2,2,3,2,2,1
666,2,7,2,3,2329,2,1,2,3,1,45,2,1,3,2,2,1
667,2,13,4,3,882,2,4,3,3,4,23,2,2,3,2,2,1
668,2,18,2,3,866,3,4,4,3,2,25,2,1,2,2,2,1
669,2,7,2,3,2415,3,3,3,3,2,34,2,1,3,2,2,1
670,2,13,2,3,2101,2,2,2,3,4,23,2,1,2,2,2,1
671,2,18,2,3,1301,5,4,4,3,2,32,2,1,2,2,2,1
672,2,18,2,3,1113,3,4,2,3,4,26,2,1,2,1,2,1
673,2,8,2,3,760,4,4,2,3,2,44,2,1,2,2,2,1
674,2,12,2,3,625,2,4,4,3,1,26,2,1,2,2,2,1
675,3,6,4,0,1323,5,2,1,1,4,28,2,2,3,1,2,1
676,1,9,4,3,1138,3,4,3,1,4,25,2,2,2,2,2,1
677,2,18,4,3,1795,5,3,2,3,4,48,1,2,2,2,2,1
678,2,15,4,3,2728,4,4,3,3,2,35,2,3,3,2,2,1
679,2,6,2,3,484,4,3,4,3,3,28,2,1,2,2,2,1
680,2,10,1,3,1048,3,4,3,1,4,23,2,1,2,2,2,1
681,2,12,2,3,1155,5,3,4,3,3,40,2,2,2,2,2,1
682,2,20,3,1,7057,4,3,3,1,4,36,1,2,4,1,2,1
683,2,15,4,3,1537,5,4,3,3,4,50,2,2,3,2,2,1
684,1,12,2,3,2214,3,4,3,1,3,24,2,1,2,2,2,1
685,4,24,4,2,1585,4,4,3,1,3,40,2,2,3,2,2,1
686,2,10,2,2,1521,3,4,1,1,2,31,2,1,2,2,2,1
687,2,36,1,4,3990,2,3,2,1,2,29,2,1,1,2,2,1
688,3,18,2,2,3049,2,1,2,1,1,45,2,1,2,2,2,1
689,1,24,2,3,1282,3,4,2,1,2,32,2,1,2,2,2,0
690,4,60,2,3,10144,4,2,2,1,4,21,2,1,3,2,2,1
691,1,12,2,0,1168,3,4,4,1,3,27,2,1,2,2,2,1
692,2,6,2,5,454,2,3,4,1,1,22,2,1,2,2,2,1
693,4,15,3,1,3594,2,1,2,1,2,46,2,2,2,2,2,1
694,4,12,2,2,1768,3,3,3,1,2,24,1,1,2,2,2,1
695,4,60,3,3,15653,4,2,3,1,4,21,2,2,3,2,2,1
696,3,12,3,0,2247,3,2,2,1,2,36,2,2,3,2,2,1
697,4,24,2,3,1413,3,4,4,1,2,28,2,1,3,2,2,1
698,2,45,4,1,4576,1,3,3,1,4,27,2,1,3,2,2,1
699,1,24,4,3,1231,5,4,2,1,4,57,1,2,4,2,2,1
700,1,36,2,1,8335,5,3,3,1,4,47,3,1,3,2,2,0
701,2,36,4,1,5800,3,3,3,1,4,34,2,2,3,2,2,1
702,1,18,3,6,8471,3,1,2,1,2,23,1,2,3,2,2,1
703,1,30,2,2,3622,5,4,2,1,4,57,1,2,3,2,2,0
704,1,6,4,3,1169,5,4,3,1,4,67,2,2,3,2,2,1
705,4,15,2,4,1262,4,4,3,1,3,36,2,2,3,2,2,1
706,3,24,4,2,3617,5,4,3,2,4,20,1,2,3,2,2,1
707,2,30,4,0,2181,5,4,3,1,4,36,2,2,3,2,2,1
708,1,48,1,9,7685,4,2,2,3,4,37,1,1,3,2,2,0
709,4,48,4,6,6110,3,1,3,1,3,31,3,1,3,2,2,1
710,4,24,2,0,3757,5,4,2,2,4,62,3,1,3,2,2,1
711,1,42,4,5,3394,1,4,3,2,4,65,2,2,1,2,2,1
712,4,36,4,9,6304,5,4,3,1,4,36,2,2,3,2,2,1
713,4,9,4,6,1244,5,4,2,1,4,41,1,2,2,2,2,1
714,4,6,2,0,3518,3,2,3,3,3,26,1,1,3,2,2,1
715,4,36,0,5,2613,3,4,3,1,2,27,2,2,3,2,2,1
716,1,48,2,6,7476,4,4,3,1,1,50,3,1,4,2,2,1
717,4,24,2,9,4591,3,2,3,1,3,54,2,3,4,2,2,0
718,2,18,2,2,1924,2,4,2,1,3,27,1,1,3,2,2,0
719,2,72,2,3,5595,3,2,4,1,2,24,2,1,3,2,2,0
720,2,48,3,6,6224,5,4,3,1,4,50,3,1,3,2,2,0
721,3,15,2,6,1905,5,4,3,1,4,40,1,1,4,2,2,1
722,4,21,3,1,2993,3,3,3,1,2,28,2,2,2,2,2,1
723,4,36,3,1,8947,4,3,3,1,2,31,2,1,4,1,2,1
724,1,24,2,2,4020,3,2,3,1,2,27,2,1,3,2,2,1
725,2,18,2,1,2779,3,1,4,1,3,21,1,1,3,2,2,1
726,4,21,2,0,2782,4,1,2,1,2,31,2,1,4,2,2,1
727,4,12,2,0,1884,5,4,3,1,4,39,2,1,4,2,2,1
728,4,36,4,1,11054,3,4,3,1,2,30,2,1,4,2,2,1
729,2,60,3,3,9157,3,2,3,1,2,27,3,1,4,2,2,1
730,2,42,1,1,9283,1,1,3,1,2,55,3,1,4,2,2,1
731,4,60,2,0,6527,3,4,3,1,4,34,3,1,3,1,2,1
732,4,15,4,1,3368,5,3,3,1,4,23,1,2,3,2,2,1
733,1,15,2,0,2511,1,1,2,1,4,23,1,1,3,2,2,1
734,1,36,2,1,5493,5,2,3,1,4,42,3,1,3,1,2,0
735,4,6,2,4,1338,3,1,1,1,4,62,2,1,3,2,2,1
736,2,9,2,3,1082,5,4,3,1,4,37,2,2,2,2,2,1
737,4,18,4,3,1149,3,4,3,1,3,46,2,2,3,2,2,1
738,2,15,2,5,1308,5,4,3,1,4,38,2,2,2,2,2,1
739,2,20,0,1,6148,5,3,4,1,4,31,2,2,3,2,2,1
740,4,12,2,2,1736,4,3,2,1,4,31,2,1,2,2,2,1
741,4,12,2,3,3059,4,2,1,1,4,61,2,1,2,2,2,1
742,1,24,2,2,2996,3,2,4,1,4,20,2,1,3,2,2,1
743,4,30,4,1,7596,5,1,3,1,4,63,2,2,3,2,2,1
744,4,30,2,1,4811,4,2,2,1,4,24,1,1,2,2,2,1
745,4,6,2,2,1766,3,1,4,1,2,21,1,1,3,2,2,1
746,2,24,2,1,2760,5,4,3,1,4,36,3,1,3,2,2,1
747,4,24,4,5,5507,5,3,3,1,4,44,3,2,3,2,2,1
748,2,9,2,6,1199,4,4,2,1,4,67,2,2,4,2,2,1
749,3,24,2,2,2892,5,3,1,1,4,51,3,1,3,2,2,1
750,2,36,3,0,2862,5,4,3,1,3,30,3,1,3,2,2,1
751,1,9,2,0,654,3,4,3,1,3,28,2,1,2,2,2,1
